brand,model_year,mileage_km,engine_size_l,transmission,fuel_type,num_owners,condition_score,price
Chevrolet,2018,50380,3.3,Automatic,Gasoline,4,4,19981
Ford,2019,165322,1.1,Manual,Electric,1,5,16539
Ford,2007,204416,2.1,Automatic,Electric,3,10,6923
Honda,2018,69686,3.8,Automatic,Electric,1,9,17995
Ford,2004,245466,3.7,Manual,Electric,3,6,-1005
Honda,2010,125321,2.4,Manual,Electric,2,8,11865
Chevrolet,2014,50028,4.2,Automatic,Diesel,3,9,14051
Ford,2007,151367,1.9,Manual,Gasoline,3,4,5152
Hyundai,2018,118141,2.8,Automatic,Electric,2,7,13612
Hyundai,2022,60248,2.9,Automatic,Gasoline,2,5,19646
Chevrolet,2007,216277,2.4,Automatic,Electric,3,4,4536
Honda,2018,15523,4.8,Manual,Gasoline,1,7,20498
Hyundai,2017,50530,3.8,Automatic,Diesel,4,3,20678
Honda,2009,18769,3.2,Automatic,Gasoline,1,1,18198
Hyundai,2006,199114,3.0,Automatic,Gasoline,4,7,4759
Hyundai,2008,117035,1.6,Manual,Electric,2,9,11291
Honda,2000,180717,2.5,Manual,Gasoline,1,2,783
BMW,2018,226815,3.7,Manual,Diesel,2,7,8486
Hyundai,2004,198214,4.7,Automatic,Diesel,3,10,8450
Ford,2018,236832,4.3,Automatic,Diesel,3,2,10690
Chevrolet,2000,161629,2.2,Manual,Electric,1,3,3703
BMW,2014,239799,2.7,Automatic,Electric,2,10,10891
Honda,2015,84782,1.3,Automatic,Electric,1,10,15393
BMW,2022,83382,1.4,Automatic,Electric,1,3,21835
Toyota,2006,173157,2.9,Automatic,Electric,4,4,6328
Toyota,2011,186780,3.1,Manual,Diesel,3,6,11384
Hyundai,2007,187429,2.1,Manual,Gasoline,1,3,4926
Hyundai,2004,115939,3.6,Manual,Diesel,3,9,6895
Ford,2009,149542,3.8,Automatic,Electric,4,2,11187
Chevrolet,2020,83712,2.2,Automatic,Diesel,2,7,17140
BMW,2004,123643,4.0,Manual,Gasoline,1,6,13066
Toyota,2016,112417,1.8,Manual,Electric,3,2,14006
Hyundai,2004,215154,3.2,Manual,Diesel,1,3,5145
Chevrolet,2021,142877,4.2,Automatic,Diesel,2,6,13519
BMW,2014,218396,3.1,Manual,Gasoline,1,10,10130
Hyundai,2012,133256,4.6,Automatic,Electric,1,4,12695
Hyundai,2000,230956,1.2,Manual,Electric,3,1,-3299
Toyota,2010,198100,3.4,Automatic,Gasoline,2,1,9904
Toyota,2022,186844,3.2,Automatic,Gasoline,4,3,11072
Hyundai,2000,188176,3.6,Manual,Gasoline,2,8,4201
Honda,2010,209688,4.3,Automatic,Gasoline,2,4,6487
Hyundai,2017,106422,3.9,Automatic,Electric,4,1,16225
Chevrolet,2017,94300,4.2,Manual,Electric,1,8,16725
Hyundai,2020,11630,2.2,Manual,Diesel,3,10,20757
Ford,2015,129474,2.5,Manual,Diesel,1,6,12741
Ford,2012,103869,3.5,Automatic,Diesel,1,1,10988
Ford,2006,20701,3.2,Automatic,Electric,4,10,16719
Honda,2000,150931,4.8,Manual,Electric,4,10,8085
Honda,2015,157255,1.7,Manual,Electric,1,6,8461
Hyundai,2000,176510,2.4,Automatic,Diesel,2,1,4997
Ford,2016,102285,3.3,Manual,Gasoline,3,10,17207
Honda,2005,122556,4.5,Manual,Gasoline,2,10,10576
Toyota,2001,233495,4.7,Automatic,Gasoline,1,3,-517
Hyundai,2016,178316,2.3,Automatic,Gasoline,1,2,8793
Chevrolet,2005,210384,1.3,Manual,Gasoline,3,4,-1593
BMW,2013,20021,2.7,Automatic,Electric,2,2,17258
Hyundai,2017,205935,2.6,Automatic,Diesel,1,5,11496
BMW,2005,191637,4.9,Manual,Gasoline,1,4,5271
Ford,2009,184115,2.7,Manual,Gasoline,4,6,7106
BMW,2017,209222,2.2,Manual,Gasoline,3,7,11424
Ford,2008,69361,2.5,Automatic,Electric,4,2,10484
Toyota,2007,137317,2.6,Manual,Gasoline,4,2,9049
BMW,2009,177083,4.3,Automatic,Diesel,4,8,13454
Hyundai,2016,15355,1.3,Manual,Electric,1,9,19404
Ford,2022,103841,2.3,Automatic,Electric,2,5,15045
Hyundai,2005,184764,4.9,Automatic,Electric,4,7,7311
Honda,2013,185076,1.6,Manual,Gasoline,2,9,9694
Ford,2021,165786,4.0,Automatic,Gasoline,1,1,15810
BMW,2021,22198,2.4,Manual,Gasoline,4,8,18944
Ford,2005,71951,3.3,Manual,Gasoline,1,10,12579
Hyundai,2006,245406,1.4,Automatic,Diesel,4,10,1205
Toyota,2011,137724,2.2,Automatic,Electric,4,9,9303
Ford,2002,179697,3.0,Automatic,Gasoline,1,9,5521
BMW,2013,222054,1.9,Manual,Diesel,3,10,10324
Honda,2021,23740,3.2,Manual,Electric,3,7,20221
Chevrolet,2018,8810,1.9,Manual,Electric,2,10,20864
Toyota,2022,128743,3.6,Manual,Electric,2,3,16801
Honda,2015,152641,4.6,Manual,Gasoline,1,5,14687
Ford,2006,104855,1.3,Manual,Electric,1,2,7971
Hyundai,2007,215192,1.9,Automatic,Gasoline,1,10,2985
Hyundai,2017,31783,4.4,Manual,Diesel,3,3,18878
BMW,2012,126701,3.5,Manual,Electric,3,10,13587
Hyundai,2020,235137,1.3,Manual,Diesel,4,7,9003
Toyota,2008,83047,2.9,Manual,Gasoline,4,1,12589
Hyundai,2009,14471,1.8,Automatic,Gasoline,1,3,11184
BMW,2020,115771,1.8,Automatic,Gasoline,1,5,17197
Chevrolet,2022,11163,4.8,Automatic,Electric,2,4,26972
Ford,2008,199159,4.0,Manual,Electric,3,3,7145
Ford,2014,67071,3.8,Manual,Diesel,1,6,17867
Hyundai,2019,21065,2.0,Manual,Gasoline,3,6,21499
Honda,2001,127323,1.5,Automatic,Diesel,1,4,4172
Ford,2012,246262,4.5,Manual,Gasoline,4,9,8050
Chevrolet,2001,122969,1.0,Manual,Gasoline,1,6,5422
Hyundai,2018,88456,2.6,Automatic,Diesel,4,9,15530
BMW,2001,240577,2.1,Automatic,Gasoline,2,10,345
Chevrolet,2002,184420,3.3,Manual,Diesel,2,10,540
Hyundai,2005,24154,2.0,Automatic,Electric,2,2,10742
Chevrolet,2002,110703,2.2,Manual,Diesel,1,6,9694
Ford,2009,25229,4.4,Manual,Diesel,2,4,17311
BMW,2005,57587,3.4,Automatic,Gasoline,1,2,10128
Hyundai,2022,54713,1.6,Manual,Diesel,3,5,16396
Toyota,2015,163069,3.9,Automatic,Electric,4,3,17091
BMW,2016,26101,1.8,Automatic,Electric,3,6,16191
Toyota,2018,45391,2.7,Manual,Electric,1,8,17735
Chevrolet,2002,211935,3.6,Automatic,Electric,2,4,4101
Honda,2017,77723,2.1,Manual,Diesel,4,4,13952
BMW,2006,231293,2.5,Manual,Electric,2,5,3687
Chevrolet,2008,195477,3.9,Automatic,Diesel,3,6,7282
Toyota,2019,171020,4.8,Automatic,Diesel,1,7,12603
Ford,2011,105264,3.1,Automatic,Gasoline,4,6,12536
Ford,2004,189103,1.0,Manual,Diesel,4,7,3397
Honda,2002,42921,2.4,Manual,Diesel,1,9,8539
BMW,2010,208643,2.6,Manual,Gasoline,1,4,7109
BMW,2003,213079,2.4,Manual,Electric,4,10,4140
BMW,2004,33460,2.7,Manual,Electric,3,1,9581
Chevrolet,2000,157143,3.5,Manual,Diesel,3,9,6013
Honda,2017,202190,1.5,Manual,Gasoline,2,7,9550
BMW,2011,184354,2.1,Automatic,Diesel,4,4,6594
Chevrolet,2012,96725,3.0,Manual,Diesel,1,10,13145
Ford,2008,63445,2.3,Manual,Electric,1,8,13216
Toyota,2001,217139,5.0,Automatic,Gasoline,1,7,2661
Chevrolet,2004,87208,2.7,Manual,Diesel,1,2,10196
Ford,2012,190888,4.5,Manual,Electric,4,1,7951
Ford,2015,111283,4.6,Automatic,Diesel,3,9,14477
Toyota,2015,90779,4.3,Manual,Electric,2,7,13889
Ford,2002,8060,1.2,Automatic,Gasoline,3,10,7857
Honda,2021,130806,4.8,Manual,Diesel,2,1,17661
Toyota,2003,18731,1.5,Manual,Gasoline,1,4,7052
Ford,2010,82830,1.1,Automatic,Electric,1,5,11612
Hyundai,2022,120871,2.7,Automatic,Gasoline,4,5,16486
Chevrolet,2013,25719,1.8,Manual,Gasoline,1,5,19786
Ford,2002,183114,1.7,Manual,Gasoline,4,3,3559
Honda,2015,54116,2.2,Automatic,Diesel,4,5,17014
BMW,2021,31325,2.0,Manual,Electric,4,4,18487
Ford,2014,158669,3.7,Automatic,Gasoline,1,5,10637
BMW,2009,203511,1.7,Automatic,Diesel,1,7,4383
Hyundai,2008,19551,3.2,Automatic,Electric,3,5,15151
Ford,2010,98287,4.9,Manual,Electric,2,8,13117
Toyota,2015,29278,2.7,Manual,Electric,3,8,19177
BMW,2009,227261,3.6,Manual,Gasoline,1,3,4758
Hyundai,2016,20141,4.9,Automatic,Gasoline,2,5,23123
Toyota,2018,72913,1.6,Manual,Gasoline,4,4,14210
Toyota,2001,38615,2.7,Automatic,Electric,2,5,11761
Toyota,2022,127058,4.4,Automatic,Electric,4,8,22207
Toyota,2001,198823,4.7,Manual,Gasoline,1,4,7695
Ford,2005,117684,3.4,Manual,Gasoline,2,5,7296
Chevrolet,2018,32452,1.6,Automatic,Electric,4,7,20482
Ford,2007,158797,4.6,Manual,Electric,3,3,4517
Ford,2002,55391,1.7,Automatic,Diesel,3,6,5918
Hyundai,2013,125288,2.4,Manual,Diesel,4,9,13236
Hyundai,2015,211132,2.5,Automatic,Gasoline,3,4,9218
Chevrolet,2000,118535,2.8,Manual,Electric,3,4,6977
Hyundai,2020,147770,4.2,Automatic,Electric,2,6,14938
Honda,2002,244947,4.2,Manual,Diesel,3,6,-178
Chevrolet,2021,91711,3.9,Automatic,Electric,2,3,14998
Hyundai,2017,82850,1.1,Automatic,Gasoline,1,1,12334
Chevrolet,2008,114733,3.3,Automatic,Diesel,3,3,11663
Ford,2005,7365,4.0,Automatic,Electric,1,8,17152
Ford,2022,233625,2.8,Automatic,Electric,3,8,12011
Chevrolet,2020,102662,4.8,Automatic,Gasoline,4,6,19158
Honda,2000,48372,4.3,Manual,Electric,4,7,14467
Honda,2020,49134,3.6,Automatic,Diesel,1,2,22656
Chevrolet,2009,42823,1.2,Automatic,Diesel,1,9,14846
Hyundai,2005,76158,3.6,Manual,Electric,1,3,13403
BMW,2022,101076,4.6,Manual,Electric,4,2,19945
Honda,2011,242159,2.5,Automatic,Electric,1,5,5848
Toyota,2003,138021,4.4,Manual,Electric,4,1,6052
Ford,2012,54396,2.3,Manual,Diesel,1,5,15339
Chevrolet,2016,113336,3.3,Automatic,Gasoline,2,10,13841
Toyota,2007,36912,3.6,Automatic,Diesel,2,4,16635
Chevrolet,2019,61947,3.7,Manual,Electric,3,6,20452
Ford,2002,233769,4.5,Manual,Electric,2,5,1955
Ford,2011,49387,1.9,Manual,Diesel,1,9,15734
Honda,2006,200037,2.0,Manual,Diesel,2,5,6241
Honda,2011,21508,3.8,Manual,Electric,2,8,15781
Toyota,2001,50592,1.7,Manual,Diesel,1,2,7856
Chevrolet,2013,114249,2.9,Automatic,Electric,2,3,10543
Ford,2021,6919,1.1,Manual,Diesel,1,3,19974
Toyota,2022,47595,1.6,Automatic,Electric,2,3,21689
BMW,2004,145689,3.7,Automatic,Diesel,1,6,7516
Toyota,2008,211340,4.0,Manual,Electric,4,7,7794
Hyundai,2020,38298,1.5,Automatic,Gasoline,4,7,17693
Toyota,2010,242225,1.9,Manual,Gasoline,3,7,5688
Hyundai,2004,143001,1.4,Automatic,Diesel,2,3,4923
Hyundai,2002,238725,2.7,Manual,Gasoline,3,1,1889
Hyundai,2016,19456,1.5,Automatic,Electric,1,6,19362
BMW,2001,114599,2.7,Manual,Diesel,4,3,4160
Toyota,2000,91676,3.9,Automatic,Diesel,1,3,6749
Toyota,2006,88721,3.7,Manual,Electric,3,3,10240
BMW,2013,42924,2.1,Automatic,Electric,1,9,19404
Ford,2004,29240,3.7,Automatic,Electric,1,4,15853
Honda,2018,92381,4.7,Automatic,Diesel,1,5,18281
Toyota,2010,14228,2.4,Manual,Electric,1,3,20968
Honda,2022,26686,2.3,Manual,Gasoline,4,10,18843
Chevrolet,2001,16920,3.3,Manual,Diesel,1,1,11082
Chevrolet,2007,12432,2.0,Manual,Electric,1,4,16128
BMW,2008,199647,3.6,Manual,Diesel,4,1,6306
Chevrolet,2002,115507,4.3,Automatic,Gasoline,1,7,7027
Chevrolet,2001,135509,2.8,Manual,Gasoline,1,7,6520
Ford,2006,76725,3.7,Manual,Electric,3,4,17115
Ford,2004,229647,3.6,Automatic,Diesel,4,5,1446
Ford,2020,169982,1.2,Manual,Electric,2,10,10737
Chevrolet,2004,126764,1.7,Manual,Diesel,1,7,4410
BMW,2019,166298,4.6,Manual,Electric,3,6,14045
Hyundai,2012,209222,4.8,Manual,Electric,4,4,11404
Hyundai,2020,64099,4.1,Manual,Diesel,1,4,22930
Honda,2019,117557,4.7,Manual,Diesel,2,2,14491
Hyundai,2005,91760,2.2,Automatic,Gasoline,1,10,10829
Hyundai,2019,23013,2.0,Manual,Gasoline,3,2,20596
Ford,2017,26446,2.5,Manual,Diesel,4,4,17212
Ford,2001,110209,1.2,Manual,Gasoline,3,5,6673
Chevrolet,2005,239265,4.2,Automatic,Gasoline,4,4,4388
Honda,2008,206447,4.9,Automatic,Diesel,2,3,9561
Toyota,2002,198581,4.3,Automatic,Diesel,1,2,-381
Honda,2000,107261,3.2,Automatic,Diesel,3,4,7319
Honda,2000,100739,2.2,Manual,Electric,2,5,7791
BMW,2018,5557,1.8,Automatic,Diesel,2,1,21215
Chevrolet,2004,166738,2.5,Manual,Diesel,1,1,6375
BMW,2012,173461,3.7,Manual,Diesel,3,6,7713
Honda,2018,183772,2.8,Manual,Gasoline,1,5,14465
Honda,2011,135878,4.7,Automatic,Diesel,1,4,13797
Honda,2015,104143,4.4,Manual,Gasoline,4,1,15330
Hyundai,2018,29578,1.4,Automatic,Electric,4,7,18193
BMW,2002,79779,1.5,Manual,Diesel,1,4,10938
Honda,2011,145668,3.7,Automatic,Diesel,4,3,12141
Ford,2004,62500,1.9,Automatic,Gasoline,3,7,10286
Chevrolet,2001,77534,4.2,Manual,Electric,4,2,7823
Chevrolet,2021,15129,3.4,Manual,Diesel,2,10,22190
Ford,2006,199466,1.9,Manual,Electric,1,1,1821
Chevrolet,2012,202118,2.9,Automatic,Electric,1,4,4192
Hyundai,2014,16596,2.6,Automatic,Diesel,3,8,18517
Hyundai,2021,70355,4.5,Automatic,Electric,1,6,17074
Toyota,2002,17974,1.1,Manual,Electric,4,9,9343
Toyota,2020,202745,4.6,Automatic,Diesel,2,1,12444
Toyota,2019,117004,3.6,Manual,Gasoline,1,1,12930
Chevrolet,2004,131794,4.0,Automatic,Diesel,4,5,10447
Hyundai,2007,229505,1.0,Automatic,Electric,2,6,1896
Hyundai,2021,75202,3.5,Automatic,Diesel,1,8,14945
Hyundai,2000,79442,3.4,Manual,Gasoline,1,3,9907
Ford,2007,157890,3.1,Manual,Electric,1,6,11344
Hyundai,2017,179318,4.1,Manual,Electric,2,3,12794
Ford,2019,60598,3.2,Automatic,Gasoline,1,8,20208
Toyota,2015,138726,4.4,Automatic,Gasoline,1,4,14511
Toyota,2017,38758,1.9,Automatic,Electric,4,2,18303
Chevrolet,2019,29204,4.2,Automatic,Gasoline,4,9,20560
Toyota,2011,132309,1.7,Manual,Diesel,4,10,8591
Chevrolet,2012,171000,4.3,Automatic,Gasoline,4,8,8943
Honda,2012,189681,4.8,Automatic,Diesel,1,6,10656
Honda,2009,35552,2.3,Manual,Electric,2,3,15112
BMW,2006,249512,3.1,Manual,Electric,1,2,3589
Chevrolet,2013,146408,3.6,Manual,Electric,3,4,10840
BMW,2015,52037,1.3,Automatic,Electric,2,4,14710
BMW,2014,152278,3.0,Manual,Electric,3,1,10589
Honda,2011,39831,2.4,Automatic,Gasoline,1,9,14300
Chevrolet,2008,48563,4.5,Manual,Gasoline,2,10,11716
Honda,2007,23361,4.5,Automatic,Electric,2,8,15742
BMW,2017,46335,3.8,Automatic,Gasoline,4,7,18585
Chevrolet,2022,79469,3.6,Automatic,Gasoline,1,6,19631
BMW,2017,30816,3.9,Automatic,Electric,3,3,18593
Hyundai,2012,151691,2.5,Automatic,Gasoline,2,4,10396
Chevrolet,2017,239295,2.6,Automatic,Electric,2,2,13252
Chevrolet,2014,97479,3.2,Manual,Electric,4,7,16092
BMW,2003,31819,4.8,Automatic,Electric,2,2,12459
Hyundai,2016,147813,3.9,Automatic,Electric,4,10,13564
Ford,2004,127330,3.2,Automatic,Gasoline,2,1,7206
Honda,2021,13798,4.1,Automatic,Gasoline,2,6,23241
BMW,2015,161215,2.5,Manual,Diesel,1,4,10829
Chevrolet,2008,54695,3.9,Automatic,Diesel,2,8,13560
Honda,2009,168819,2.6,Automatic,Electric,4,1,6251
Honda,2017,248942,2.1,Manual,Diesel,4,9,8843
Honda,2016,235259,3.4,Automatic,Gasoline,4,6,8212
Ford,2017,134544,3.7,Manual,Gasoline,3,2,15316
Toyota,2006,157254,2.8,Automatic,Diesel,2,8,6801
BMW,2003,14415,3.3,Automatic,Diesel,1,5,9471
Toyota,2004,147157,3.8,Manual,Gasoline,1,5,5328
Toyota,2022,151080,4.1,Manual,Diesel,3,5,13345
Toyota,2015,92638,4.6,Manual,Gasoline,2,7,17081
Honda,2002,23452,2.4,Automatic,Gasoline,4,7,8029
Hyundai,2017,200147,4.8,Manual,Diesel,3,10,11794
Honda,2022,144192,3.5,Manual,Diesel,3,7,15752
Honda,2020,200457,4.2,Automatic,Electric,4,10,13183
Chevrolet,2013,209428,3.8,Automatic,Electric,3,2,10289
Chevrolet,2014,115205,1.8,Automatic,Electric,3,8,14448
Toyota,2016,23170,1.3,Manual,Electric,4,1,15255
Honda,2000,21259,3.9,Automatic,Electric,2,2,11498
Toyota,2020,27099,3.0,Manual,Gasoline,1,7,20002
Chevrolet,2016,145721,3.8,Manual,Diesel,1,4,14257
Hyundai,2022,134394,2.9,Manual,Gasoline,4,10,16514
BMW,2010,231863,2.2,Manual,Electric,4,10,6012
Toyota,2016,64258,2.1,Automatic,Electric,2,9,14020
Hyundai,2013,177109,3.9,Automatic,Diesel,3,9,11400
BMW,2019,16805,2.1,Manual,Gasoline,2,3,16753
Ford,2018,48147,3.9,Manual,Electric,3,3,17730
Toyota,2020,79280,2.5,Automatic,Electric,3,9,18138
Toyota,2006,182125,4.1,Automatic,Electric,2,10,3591
Ford,2012,111777,1.6,Manual,Electric,4,8,6936
Ford,2017,102841,1.8,Manual,Gasoline,4,1,11443
Toyota,2022,227465,3.7,Manual,Gasoline,2,6,10548
Ford,2013,129726,3.2,Manual,Electric,3,7,10743
Honda,2000,133359,1.8,Manual,Gasoline,3,8,3383
BMW,2006,81215,4.6,Automatic,Electric,3,2,12852
BMW,2007,117909,2.1,Manual,Diesel,3,1,12223
BMW,2017,100365,2.7,Automatic,Diesel,2,4,13825
Honda,2008,15985,1.8,Manual,Diesel,1,1,14363
Ford,2000,229895,2.6,Automatic,Gasoline,4,2,2295
Hyundai,2021,17391,3.0,Manual,Electric,4,3,23563
Ford,2016,9861,2.2,Automatic,Diesel,1,4,17036
Toyota,2018,199654,4.1,Automatic,Diesel,3,6,13963
Chevrolet,2005,188000,2.6,Manual,Gasoline,1,8,7581
BMW,2002,39364,3.9,Manual,Gasoline,1,9,15393
Ford,2004,87399,1.8,Automatic,Diesel,1,4,11467
Hyundai,2001,233107,2.5,Automatic,Electric,4,1,-2255
Toyota,2019,229402,1.0,Automatic,Electric,4,5,8509
Honda,2003,47923,4.0,Manual,Electric,1,5,10723
Honda,2009,143991,3.5,Automatic,Diesel,1,9,7587
Hyundai,2009,191968,4.3,Manual,Gasoline,1,6,9258
Toyota,2020,244710,2.8,Manual,Electric,3,5,9966
BMW,2010,90818,4.2,Manual,Diesel,3,10,14500
Ford,2015,183468,3.6,Manual,Diesel,3,10,10476
Toyota,2016,170912,1.0,Manual,Gasoline,4,5,14352
Honda,2015,178327,2.0,Manual,Electric,2,8,12901
Hyundai,2006,76160,3.0,Automatic,Diesel,1,1,9954
Hyundai,2015,133165,3.5,Automatic,Electric,1,5,13294
Ford,2002,235314,1.3,Manual,Electric,2,1,124
Hyundai,2015,144248,3.8,Automatic,Electric,1,7,15342
Hyundai,2007,38529,3.2,Automatic,Diesel,3,7,14937
Toyota,2011,192478,3.1,Manual,Electric,3,10,8705
BMW,2002,149013,2.2,Automatic,Gasoline,2,8,2214
Ford,2016,6669,3.4,Manual,Diesel,3,7,24192
Toyota,2020,241504,1.1,Manual,Diesel,2,9,7162
BMW,2017,221854,1.3,Manual,Electric,3,8,10129
Toyota,2010,122373,3.9,Manual,Electric,1,8,12144
Chevrolet,2003,49859,2.3,Automatic,Electric,4,3,12607
Toyota,2015,60786,2.4,Automatic,Diesel,3,10,13758
Hyundai,2016,187155,1.8,Manual,Gasoline,2,4,8071
BMW,2008,176148,2.8,Automatic,Gasoline,4,4,6612
Ford,2005,25323,1.2,Manual,Diesel,1,1,9200
Ford,2019,235502,2.2,Manual,Gasoline,4,6,7951
BMW,2001,11021,3.1,Automatic,Electric,2,2,14331
Hyundai,2008,240813,2.9,Automatic,Diesel,1,9,5364
Honda,2020,44807,5.0,Manual,Gasoline,1,1,24255
Toyota,2005,133305,2.6,Automatic,Diesel,3,1,7165
Hyundai,2002,55355,2.5,Manual,Gasoline,4,10,9914
Chevrolet,2019,238511,3.0,Manual,Diesel,3,6,7058
BMW,2005,118415,1.8,Automatic,Gasoline,1,1,9074
Toyota,2006,180804,4.5,Manual,Diesel,3,3,6937
Ford,2000,13711,3.3,Automatic,Diesel,3,10,12503
Honda,2022,199151,1.8,Manual,Diesel,2,2,10423
Chevrolet,2000,12904,4.2,Manual,Diesel,3,9,18646
Ford,2004,69033,1.1,Manual,Diesel,1,5,8894
BMW,2005,236659,4.9,Manual,Electric,3,6,3237
Toyota,2012,91478,4.5,Manual,Diesel,1,2,12307
BMW,2001,125035,3.3,Automatic,Diesel,1,8,7904
Toyota,2014,225859,1.4,Manual,Diesel,2,6,4700
Hyundai,2014,191168,1.9,Automatic,Gasoline,1,8,7739
Honda,2012,226666,2.1,Automatic,Diesel,1,8,3010
Hyundai,2013,236853,2.0,Automatic,Electric,2,1,5391
Hyundai,2021,8093,3.0,Manual,Diesel,1,7,22407
BMW,2006,29918,4.8,Automatic,Gasoline,2,2,18719
Honda,2013,208815,2.8,Automatic,Gasoline,4,8,7087
Toyota,2009,198708,3.6,Automatic,Diesel,4,2,2470
Toyota,2016,194878,3.8,Manual,Diesel,4,4,10511
Chevrolet,2013,145466,4.5,Manual,Diesel,1,2,15032
Ford,2007,129501,1.1,Manual,Diesel,3,7,8545
Chevrolet,2003,97510,2.6,Manual,Gasoline,2,5,10397
Chevrolet,2015,98708,4.1,Automatic,Diesel,4,9,16968
Toyota,2012,102819,4.3,Manual,Gasoline,2,5,13281
BMW,2021,249217,4.7,Automatic,Gasoline,4,8,9790
Hyundai,2019,240603,3.8,Manual,Electric,4,2,8004
Hyundai,2017,149352,2.0,Automatic,Gasoline,1,3,10628
Hyundai,2013,41303,3.0,Manual,Diesel,2,6,17802
Honda,2017,32453,1.1,Manual,Diesel,1,7,17016
Toyota,2004,113886,3.6,Manual,Diesel,2,10,5807
BMW,2008,65695,3.2,Manual,Diesel,2,8,13855
Honda,2002,204521,3.7,Automatic,Electric,3,3,5719
Ford,2007,161837,4.7,Manual,Electric,4,7,6152
BMW,2019,138412,3.7,Manual,Electric,1,8,16678
Chevrolet,2021,227787,2.3,Manual,Electric,3,10,6688
BMW,2009,229481,1.8,Automatic,Gasoline,2,6,2174
BMW,2021,43057,4.4,Manual,Electric,4,4,19079
Hyundai,2018,136669,1.8,Manual,Gasoline,1,6,14435
BMW,2020,194060,1.6,Automatic,Diesel,3,9,14626
Chevrolet,2002,99655,1.8,Automatic,Gasoline,2,3,8741
Chevrolet,2010,20025,3.0,Automatic,Gasoline,3,2,17755
Toyota,2010,12145,1.5,Manual,Electric,2,5,13029
BMW,2016,106206,4.8,Automatic,Diesel,2,7,17855
Hyundai,2015,191869,4.9,Manual,Diesel,4,3,12085
BMW,2006,46723,4.9,Automatic,Electric,1,5,12212
Ford,2003,78230,1.2,Manual,Gasoline,4,4,9840
Ford,2022,140902,4.8,Automatic,Electric,1,7,18822
Hyundai,2018,160002,5.0,Automatic,Gasoline,1,2,14262
Toyota,2011,159824,4.8,Automatic,Electric,2,7,13151
Toyota,2014,113138,3.7,Manual,Electric,3,2,14038
Chevrolet,2010,212097,3.8,Automatic,Diesel,1,3,9397
Chevrolet,2004,234300,1.5,Manual,Diesel,1,5,4561
Honda,2004,217376,4.5,Automatic,Diesel,1,7,4272
Hyundai,2014,67040,1.2,Automatic,Electric,1,6,13367
BMW,2017,113668,2.3,Automatic,Diesel,2,7,13335
Hyundai,2010,203768,5.0,Manual,Diesel,4,6,8946
Honda,2011,247644,2.7,Manual,Electric,3,1,7119
Chevrolet,2001,200720,1.5,Manual,Diesel,2,5,-1157
Hyundai,2019,60030,4.9,Automatic,Gasoline,2,1,17257
Hyundai,2014,61815,4.9,Manual,Diesel,2,7,18481
Chevrolet,2019,221741,1.7,Manual,Gasoline,1,4,8938
Honda,2003,117789,4.5,Automatic,Diesel,3,5,9496
Chevrolet,2021,171762,2.6,Automatic,Electric,2,1,9199
Toyota,2017,224478,2.5,Manual,Electric,2,8,12158
BMW,2005,226104,2.1,Manual,Diesel,2,4,2605
Chevrolet,2022,62923,1.2,Automatic,Gasoline,1,3,22747
Honda,2018,172644,2.1,Manual,Diesel,1,1,11894
Ford,2010,190102,1.2,Automatic,Electric,2,4,4792
Toyota,2001,72904,4.7,Automatic,Diesel,1,3,10864
Ford,2007,249533,3.6,Manual,Electric,3,8,6882
Chevrolet,2010,242469,4.5,Manual,Gasoline,1,9,5335
Toyota,2004,238308,3.9,Automatic,Gasoline,2,5,4153
BMW,2017,165275,1.5,Manual,Electric,3,9,12011
Chevrolet,2022,82088,4.8,Automatic,Gasoline,1,1,21483
BMW,2017,10608,4.6,Manual,Electric,2,7,19951
Hyundai,2013,50667,2.4,Automatic,Electric,4,7,16841
Ford,2021,60547,1.4,Manual,Electric,4,6,19097
Toyota,2009,158557,3.8,Manual,Diesel,3,4,12405
BMW,2002,243668,3.9,Automatic,Gasoline,3,9,5662
Honda,2008,145934,4.6,Manual,Diesel,3,3,10849
BMW,2002,133391,1.2,Automatic,Diesel,1,1,4588
Honda,2010,239907,1.6,Manual,Gasoline,3,2,1383
Chevrolet,2011,80948,3.4,Manual,Diesel,1,3,13259
Toyota,2011,222962,3.5,Manual,Electric,2,2,5640
BMW,2002,76880,1.1,Manual,Diesel,1,6,9307
BMW,2020,62560,2.6,Automatic,Electric,1,7,19286
Toyota,2006,120063,3.3,Automatic,Gasoline,2,5,7332
BMW,2013,242263,4.0,Manual,Diesel,4,5,5703
Honda,2010,219601,2.3,Automatic,Gasoline,1,7,10623
BMW,2006,99218,2.9,Automatic,Electric,1,6,9181
Ford,2020,119462,4.3,Manual,Diesel,2,8,18981
Chevrolet,2009,164487,4.8,Automatic,Electric,3,9,10519
Hyundai,2010,200595,1.9,Automatic,Electric,2,2,5071
Honda,2014,155395,2.0,Manual,Electric,4,2,12275
Ford,2018,189286,4.8,Manual,Gasoline,3,1,12026
Chevrolet,2015,22997,2.6,Manual,Gasoline,4,7,17546
Toyota,2021,126266,3.9,Manual,Gasoline,1,4,19736
Honda,2020,193075,3.4,Automatic,Diesel,4,9,12376
Hyundai,2019,8679,2.1,Manual,Electric,4,6,17453
Chevrolet,2011,231097,3.6,Automatic,Gasoline,2,7,4489
Hyundai,2017,45308,3.6,Automatic,Electric,3,7,20063
